Timestamp,Emotions,Sad,Neutral,Angry,Happy
1618531372.3236816,['dummy'],720,2080,1740,200
1618531394.263639,['dummy'],440,1600,1620,1280
1618531415.8092422,['dummy'],680,1940,340,860
1618531438.1499376,['dummy'],160,360,860,1900
1618531459.6516666,['dummy'],1040,1720,1380,1700
1618531481.2465353,['dummy'],1020,3140,1480,1860
1618531503.5119312,['dummy'],1080,2100,1960,480
1618531525.8466592,['dummy'],1580,3100,1840,1960
1618531548.0709527,['dummy'],500,3520,520,380
1618531569.7036119,['dummy'],1080,320,1800,280
1618531591.5378764,['dummy'],260,500,1080,1840
1618531613.541217,['dummy'],1840,2220,1560,120
1618531635.194074,['dummy'],1840,2240,1140,180
1618531656.8813095,['dummy'],1440,3480,980,1280
1618531678.8576744,['dummy'],1160,1900,1280,1600
1618531701.3152301,['dummy'],1200,920,1440,300
1618531723.7121956,['dummy'],1000,720,140,1080
1618531745.4927003,['dummy'],1300,3560,0,1380
1618531767.9484732,['dummy'],1000,3440,220,1400
1618531790.2860534,['dummy'],1640,1820,0,1580
1618531812.5880086,['dummy'],1540,180,200,360
1618531834.5832412,['dummy'],400,2520,600,660
1618531857.0748384,['dummy'],1620,3780,820,880
1618531879.1814451,['dummy'],620,900,900,780
1618531900.743839,['dummy'],940,3400,0,1160
1618531922.6436274,['dummy'],1140,3180,740,400
1618531944.4110086,['dummy'],520,840,1640,1140
1618531966.3783128,['dummy'],360,500,1300,560
1618531988.3467264,['dummy'],1860,3240,420,1220
1618532010.1593778,['dummy'],1420,120,1220,280
1618532031.9523175,['dummy'],460,300,560,720
1618532053.922169,['dummy'],1560,1400,560,160
1618532075.6019187,['dummy'],440,2860,1760,60
1618532097.8603098,['dummy'],400,960,1640,1920
1618532119.936014,['dummy'],1880,1100,680,520
1618532141.8463156,['dummy'],180,1580,100,520
1618532164.0426888,['dummy'],1740,2760,300,820
1618532185.5501387,['dummy'],1120,3180,280,1580
1618532207.896158,['dummy'],1220,1160,520,1440
1618532229.9776962,['dummy'],1220,2220,260,1640
1618532251.4974086,['dummy'],160,3460,580,1140
1618532273.8570113,['dummy'],160,2040,300,860
1618532296.1854916,['dummy'],1300,3880,1040,100
1618532318.6681497,['dummy'],300,1840,1760,1220
1618532340.366044,['dummy'],1360,1060,1300,780
1618532362.2924006,['dummy'],960,1780,280,80
1618532384.6352308,['dummy'],800,1880,1860,1880
1618532406.3600488,['dummy'],1040,0,100,540
1618532428.2700624,['dummy'],1440,420,280,100
1618532450.3277197,['dummy'],280,520,1640,460
1618532472.704453,['dummy'],800,400,1600,860
1618532494.6209905,['dummy'],520,2360,1860,1060
1618532516.3707354,['dummy'],380,1920,1780,1020
1618532538.2515044,['dummy'],60,2080,1940,540
1618532560.3147964,['dummy'],1340,660,900,1260
1618532582.4868932,['dummy'],1560,220,1180,1160
1618532604.2371356,['dummy'],100,3340,1540,1320
1618532626.6592,['dummy'],140,2680,1820,1240
1618532648.353193,['dummy'],620,880,1640,1100
1618532670.1577165,['dummy'],280,1600,180,1440
1618532691.8026183,['dummy'],1540,3520,1140,1180
1618532713.9704137,['dummy'],460,1400,300,600
1618532736.0546618,['dummy'],760,2200,1920,100
1618532758.301605,['dummy'],1160,1260,680,1940
1618532780.17815,['dummy'],260,1160,1220,400
1618532802.4018106,['dummy'],280,360,740,1440
1618532824.3426585,['dummy'],1460,1500,1960,1640
1618532846.292807,['dummy'],1020,2020,560,20
1618532868.6780837,['dummy'],880,1660,520,1820
1618532890.9954553,['dummy'],1420,60,500,880
1618532912.6448624,['dummy'],720,460,1440,1320
1618532934.2669997,['dummy'],1660,980,1460,420
1618532956.4681818,['dummy'],300,3140,360,760
1618532978.29526,['dummy'],1420,2060,1300,1540
1618533000.6377053,['dummy'],1080,3500,1900,320
1618533022.9315896,['dummy'],240,700,1860,1560
1618533044.8887336,['dummy'],160,540,1880,1540
1618533066.6380575,['dummy'],1340,2100,340,380
1618533088.3814583,['dummy'],40,1180,1740,1560
1618533110.717939,['dummy'],60,180,600,1160
1618533132.8387992,['dummy'],1280,2580,240,180
1618533154.553052,['dummy'],1700,3040,20,1220
1618533176.5632408,['dummy'],220,3700,320,400
1618533198.3266678,['dummy'],600,2400,1680,1220
1618533220.2546487,['dummy'],1620,1160,1800,620
1618533241.980812,['dummy'],520,3220,1180,1360
1618533263.700801,['dummy'],1620,2720,1780,1400
1618533285.3972883,['dummy'],720,1280,560,1020
1618533307.16375,['dummy'],1680,3020,580,60
1618533329.6368618,['dummy'],640,2540,1980,1240
1618533351.1874597,['dummy'],1760,1440,920,1180
1618533373.2012744,['dummy'],120,3440,880,540
1618533395.108108,['dummy'],1560,20,260,1420
1618533416.6882663,['dummy'],760,3620,240,1940
1618533438.8250577,['dummy'],1540,2760,920,1680
1618533460.3656144,['dummy'],140,2240,1420,140
1618533482.1509993,['dummy'],380,3440,460,1280
1618533504.6262481,['dummy'],320,1360,40,100
1618533527.1147692,['dummy'],1260,300,220,420
1618533549.5093439,['dummy'],740,3980,520,360
1618533571.148381,['dummy'],1480,2240,1240,1880
1618533592.8513374,['dummy'],1120,3180,1940,720
1618533614.8081539,['dummy'],40,900,80,20
1618533636.8459008,['dummy'],980,3180,60,280
1618533658.8000915,['dummy'],780,3660,1820,920
1618533680.480424,['dummy'],1280,1440,240,20
1618533702.5752578,['dummy'],460,3800,360,600
1618533724.393241,['dummy'],1820,1020,380,1200
1618533746.0077322,['dummy'],580,2220,400,500
1618533767.5286827,['dummy'],300,440,1580,1600
1618533789.8192806,['dummy'],420,2180,1920,1240
1618533811.4866233,['dummy'],1880,1340,880,1300
1618533833.8877034,['dummy'],460,2600,620,1980
1618533855.603842,['dummy'],1780,1520,1720,180
1618533877.9145563,['dummy'],840,1340,460,920
1618533899.9252849,['dummy'],1360,280,140,80
1618533921.8423748,['dummy'],260,1440,1260,100
1618533943.8991692,['dummy'],0,2800,40,920
1618533965.9620821,['dummy'],1180,1700,1080,1880
1618533988.0318308,['dummy'],1500,2040,620,1080
1618534010.3333223,['dummy'],1900,1160,1700,820
1618534032.1834078,['dummy'],1260,2800,1740,840
1618534053.8797402,['dummy'],1840,2360,680,1360
1618534076.2905407,['dummy'],1180,1120,660,560
1618534098.4358962,['dummy'],1820,1000,740,1020
1618534120.7132428,['dummy'],1460,2840,1660,40
1618534142.9047277,['dummy'],1720,2460,240,1240
1618534164.6762807,['dummy'],320,3980,1340,1700
1618534186.3042676,['dummy'],700,440,460,460
1618534208.689121,['dummy'],1760,3960,1500,1020
1618534230.6262915,['dummy'],920,3640,1080,0
1618534252.779298,['dummy'],1940,2620,260,1640
1618534274.5415401,['dummy'],260,1620,920,1600
1618534296.8949645,['dummy'],1440,3740,1240,460
1618534319.2408438,['dummy'],720,1360,1800,1740
1618534340.872655,['dummy'],1740,1120,1540,800
1618534362.6970797,['dummy'],440,2060,620,1620
1618534384.4376702,['dummy'],1440,480,440,1000
1618534406.3537893,['dummy'],1360,1700,1260,1820
1618534428.056367,['dummy'],40,2980,1840,1080
1618534450.072646,['dummy'],520,2700,1000,1420
1618534471.9319355,['dummy'],260,1300,320,680
1618534493.455806,['dummy'],1980,3020,120,560
1618534515.1604974,['dummy'],1920,100,680,1020
1618534537.424943,['dummy'],1860,2500,840,1600
1618534559.745238,['dummy'],860,1260,160,1240
1618534581.6207852,['dummy'],20,2780,280,20
1618534603.7530918,['dummy'],480,2360,1600,1160
1618534626.1466217,['dummy'],480,420,820,120
1618534648.240691,['dummy'],1440,2920,1060,160
1618534670.175927,['dummy'],1640,3460,1440,840
1618534692.080285,['dummy'],180,3700,800,1800
1618534713.7884755,['dummy'],200,1260,860,360
1618534736.1315286,['dummy'],280,180,1640,1760
1618534758.4225817,['dummy'],780,2200,1200,680
1618534780.3697517,['dummy'],1740,80,1640,320
1618534802.3009622,['dummy'],1360,1040,1060,1920
1618534823.8405125,['dummy'],1880,3800,1080,1160
1618534845.4823422,['dummy'],580,700,340,340
1618534867.0869546,['dummy'],1400,3980,520,920
1618534888.8377368,['dummy'],560,3900,1340,580
1618534910.3867521,['dummy'],1120,140,20,340
1618534932.060594,['dummy'],1620,120,180,560
1618534953.9426157,['dummy'],1900,2960,1420,1980
1618534975.986652,['dummy'],1980,2060,880,740
1618534997.7578576,['dummy'],740,2240,420,980
1618535019.845376,['dummy'],1980,460,1580,440
1618535042.2083395,['dummy'],440,1400,1220,1760
1618535063.8578386,['dummy'],520,2300,320,1800
1618535086.2929003,['dummy'],960,2840,120,400
1618535107.8925514,['dummy'],1500,220,1380,460
1618535130.1699939,['dummy'],180,940,100,180
1618535151.8464441,['dummy'],240,2720,1400,100
1618535173.416793,['dummy'],1900,2500,1320,480
1618535195.0550644,['dummy'],20,3320,1440,1800
1618535216.9569662,['dummy'],1640,120,460,880
1618535238.9722533,['dummy'],60,1400,1140,1240
1618535261.1371922,['dummy'],1680,880,820,1960
1618535282.9640155,['dummy'],480,3300,1620,120
1618535304.860595,['dummy'],1320,3240,1160,1020
1618535327.202225,['dummy'],960,1240,1220,1000
1618535348.910782,['dummy'],880,2160,1360,300
1618535371.350289,['dummy'],420,1740,700,1500
1618535393.41504,['dummy'],340,940,760,740
1618535415.17731,['dummy'],1180,3640,960,1440
1618535436.8098407,['dummy'],1360,1660,960,1440
1618535458.6014786,['dummy'],320,1660,1820,1220
1618535480.9206388,['dummy'],1200,3640,1660,1960
1618535503.4076886,['dummy'],300,300,1920,1460
1618535525.5473409,['dummy'],1120,2900,20,1100
1618535547.8073783,['dummy'],1960,3320,120,640
1618535569.7588189,['dummy'],1280,1460,1000,1580
1618535591.3613043,['dummy'],1300,3680,1960,1040
1618535613.6339571,['dummy'],640,3700,180,1340
1618535635.3239326,['dummy'],380,220,100,1640
1618535657.0633228,['dummy'],1040,2760,520,400
1618535679.0572255,['dummy'],1140,1900,1220,1500
1618535700.8503833,['dummy'],400,1680,260,1360
1618535722.8840046,['dummy'],160,3960,440,100
1618535744.4051914,['dummy'],1340,2040,1520,1800
1618535766.1984851,['dummy'],1120,1380,1320,100
1618535788.5747426,['dummy'],980,300,1600,540
1618535810.9995124,['dummy'],160,2640,680,1900
1618535833.095325,['dummy'],1460,2140,220,620
1618535854.779864,['dummy'],360,1880,1760,220
1618535876.898527,['dummy'],1820,1000,1100,1640
1618535899.3006065,['dummy'],100,1420,480,1200
1618535921.5686767,['dummy'],1800,460,1440,1040
1618535943.555064,['dummy'],1680,220,1980,1980
1618535965.7655973,['dummy'],1420,2980,580,1880
1618535988.179754,['dummy'],700,2380,540,1300
1618536010.548936,['dummy'],1400,2100,200,680
1618536032.8206277,['dummy'],1360,1880,460,1500
1618536054.6323986,['dummy'],1900,2940,1780,220
1618536076.8843658,['dummy'],660,860,1760,980
1618536098.9635623,['dummy'],1640,1540,80,1800
1618536121.0958724,['dummy'],1620,200,1640,1580
1618536143.1620262,['dummy'],160,2060,120,1640
1618536164.8870041,['dummy'],1300,1620,1180,300
1618536186.4593532,['dummy'],280,260,480,1140
1618536208.413036,['dummy'],1600,2840,1160,640
1618536230.4907243,['dummy'],220,2160,700,1700
1618536252.2842553,['dummy'],1200,2900,740,600
1618536273.8969142,['dummy'],1200,2440,80,1300
1618536296.1885636,['dummy'],60,3780,80,360
1618536318.0462704,['dummy'],560,660,1040,1000
1618536339.972558,['dummy'],160,620,980,1140
1618536362.418575,['dummy'],240,1680,1300,1400
1618536384.3561687,['dummy'],100,900,300,1880
1618536406.2233186,['dummy'],360,3020,1480,1280
1618536428.5351818,['dummy'],240,3100,1000,280
1618536450.201734,['dummy'],1100,2960,860,1020
1618536471.7437322,['dummy'],1420,1400,220,1840
1618536493.861167,['dummy'],1240,1140,1680,760
1618536515.7803128,['dummy'],60,1460,1020,1000
1618536537.6063814,['dummy'],1520,1220,400,60
1618536559.760563,['dummy'],520,1740,1820,160
1618536582.1589553,['dummy'],1700,2840,500,460
1618536603.720189,['dummy'],1520,2040,1680,740
1618536625.305953,['dummy'],1900,2920,240,1040
1618536647.1669703,['dummy'],140,1120,1600,60
1618536669.4237182,['dummy'],760,0,1900,1840
1618536691.7380316,['dummy'],100,3540,680,1520
1618536713.361815,['dummy'],1900,500,1280,1260
1618536735.1251292,['dummy'],1760,3960,1400,420
1618536757.369497,['dummy'],0,3360,720,720
1618536778.9744065,['dummy'],1860,1840,100,560
1618536800.8205986,['dummy'],220,3840,1860,1700
1618536823.120705,['dummy'],360,2440,620,1760
1618536845.2250562,['dummy'],1660,3780,1360,1680
1618536866.780538,['dummy'],1180,1400,960,80
1618536888.8161995,['dummy'],1680,3180,1160,780
1618536911.2997122,['dummy'],1840,1320,1340,1240
1618536933.4502344,['dummy'],620,3600,920,1260
1618536955.9322872,['dummy'],1180,1440,1360,720
1618536977.5636923,['dummy'],380,2780,420,980
1618536999.6370447,['dummy'],1280,3820,1800,220
1618537021.6002395,['dummy'],880,180,320,1420
1618537043.828076,['dummy'],1260,140,700,480
1618537065.7732308,['dummy'],260,500,380,1840
1618537087.5707374,['dummy'],740,3560,1000,760
1618537110.067763,['dummy'],780,1180,1300,1820
1618537132.0096662,['dummy'],140,220,1600,1220
1618537154.3804312,['dummy'],260,2620,0,660
1618537176.0316362,['dummy'],1860,40,420,1120
1618537197.57351,['dummy'],680,2360,1100,740
1618537219.5982575,['dummy'],240,2840,1700,660
1618537241.975098,['dummy'],1440,300,1760,1680
1618537264.0084808,['dummy'],80,860,560,1560
1618537286.4735513,['dummy'],960,3640,840,1620
1618537308.0234544,['dummy'],1440,2960,460,720
1618537329.7726662,['dummy'],1100,1060,320,1960
1618537351.420405,['dummy'],80,1400,1100,280
1618537373.7381158,['dummy'],880,1380,1880,700
1618537395.897793,['dummy'],1580,700,420,840
1618537418.3698757,['dummy'],180,1600,1440,560
1618537440.2171178,['dummy'],1100,1920,420,1060
1618537461.9825366,['dummy'],1640,3620,1620,260
1618537484.0122092,['dummy'],960,3340,1300,560
1618537505.9217315,['dummy'],1180,160,1960,20
1618537528.0117552,['dummy'],560,1100,1460,920
1618537549.8634214,['dummy'],1860,560,1020,1520
1618537571.761333,['dummy'],1380,2560,240,1640
1618537593.4849842,['dummy'],1520,3360,160,1040
1618537615.0183842,['dummy'],400,780,360,540
1618537637.4072332,['dummy'],1700,1020,360,1640
1618537659.4061766,['dummy'],1540,800,1960,1420
1618537681.0232766,['dummy'],760,240,1740,480
1618537702.656834,['dummy'],1220,3320,1400,1680
1618537724.5763195,['dummy'],520,580,1740,0
1618537746.9970267,['dummy'],1160,3280,1820,0
1618537768.521168,['dummy'],1600,2420,1880,280
1618537790.5883389,['dummy'],1160,1120,360,1540
1618537812.2447352,['dummy'],320,2040,240,60
1618537834.0513167,['dummy'],1260,2100,1780,1340
1618537855.8546834,['dummy'],680,2500,580,1120
1618537877.5250974,['dummy'],1280,1940,180,1280
1618537899.3555114,['dummy'],1140,140,700,1120
1618537921.34443,['dummy'],1680,3460,220,220
1618537943.6742647,['dummy'],780,1180,1620,740
1618537965.3741565,['dummy'],1340,3400,1080,1560
1618537987.1739547,['dummy'],820,460,1520,1060
1618538009.634671,['dummy'],1940,3340,1180,1520
1618538031.7492414,['dummy'],620,3240,1700,60
1618538053.7476673,['dummy'],840,1040,900,1640
1618538075.6307082,['dummy'],280,2380,120,1400
1618538097.188605,['dummy'],1820,800,900,140
1618538119.390853,['dummy'],1180,3160,1800,1120
1618538141.8144376,['dummy'],1260,3500,440,1740
1618538163.6569989,['dummy'],1940,3200,1540,160
1618538185.7961664,['dummy'],1900,2680,900,80
1618538207.458977,['dummy'],40,1860,480,760
1618538229.5849197,['dummy'],960,3660,20,1360
1618538251.1477191,['dummy'],620,3520,1120,1460
1618538273.2545016,['dummy'],320,3380,1980,1060
1618538295.4914703,['dummy'],1260,2260,700,1660
1618538317.1647892,['dummy'],1320,3720,1920,1200
1618538338.9492805,['dummy'],1560,2960,1000,40
1618538360.8504553,['dummy'],920,1180,1760,260
1618538382.9873955,['dummy'],220,1200,280,1360
1618538405.1447744,['dummy'],180,2060,1140,440
1618538426.8213117,['dummy'],1160,2520,1500,1980
1618538448.4422064,['dummy'],1460,1660,320,260
1618538470.0802433,['dummy'],380,1780,1700,1640
1618538492.4412405,['dummy'],1060,3360,820,1040
1618538514.7398741,['dummy'],240,2060,620,1820
1618538536.8751688,['dummy'],980,1340,1960,80
1618538558.4919274,['dummy'],1240,340,1800,200
1618538580.6867278,['dummy'],1540,60,1100,1340
1618538603.1329136,['dummy'],960,1220,620,960
1618538624.9342093,['dummy'],20,2780,1220,1860
1618538647.3353233,['dummy'],1060,1400,1580,1840
1618538668.9110231,['dummy'],1020,3960,1900,1200
1618538690.8394165,['dummy'],1620,3220,1860,1820
1618538712.5958698,['dummy'],700,2540,860,360
1618538734.3401148,['dummy'],360,1500,120,1440
1618538756.1009173,['dummy'],300,3020,960,880
1618538777.6130297,['dummy'],220,3060,1580,80
1618538799.8548403,['dummy'],340,200,980,1340
1618538821.5598137,['dummy'],300,880,1340,120
1618538843.477145,['dummy'],1940,2080,420,280
1618538865.2872121,['dummy'],1360,3440,700,1120
1618538886.86142,['dummy'],920,2920,1840,780
1618538908.8045368,['dummy'],940,1660,180,800
1618538930.412677,['dummy'],1180,680,1300,820
1618538952.0611057,['dummy'],1860,2080,80,520
1618538973.854243,['dummy'],520,3900,560,1100
1618538995.4508023,['dummy'],520,2680,1440,960
1618539017.4145143,['dummy'],820,3900,240,440
1618539038.9664295,['dummy'],320,1240,1820,1480
1618539061.440855,['dummy'],1060,3140,1720,1460
1618539083.4107575,['dummy'],180,3760,1780,1140
1618539105.0407817,['dummy'],760,520,1540,1240
1618539126.9030724,['dummy'],1380,1120,1060,300
1618539148.796185,['dummy'],60,1600,1220,500
1618539170.6168647,['dummy'],1280,1120,100,500
1618539192.9272428,['dummy'],1720,2240,580,320
1618539215.1886542,['dummy'],1120,240,720,540
1618539236.84087,['dummy'],1600,2400,860,160
1618539258.5859325,['dummy'],1840,1640,1660,1380
1618539281.0178661,['dummy'],860,1800,1700,1860
1618539302.699344,['dummy'],1320,1080,20,140
1618539324.388349,['dummy'],1560,340,400,760
1618539346.0688298,['dummy'],300,3100,480,960
1618539368.5458035,['dummy'],1900,2620,480,180
1618539390.5850027,['dummy'],420,3280,1920,900
1618539412.2753384,['dummy'],960,400,1100,860
1618539434.720414,['dummy'],520,100,420,1480
1618539456.5260596,['dummy'],1960,2440,1000,1560
1618539478.049795,['dummy'],1540,2000,300,1420
1618539499.7753186,['dummy'],360,3680,340,1580
1618539521.3015785,['dummy'],40,2420,640,1380
1618539543.307583,['dummy'],340,1320,1260,1560
1618539565.1678739,['dummy'],1840,2100,1580,1460
1618539587.1341016,['dummy'],1860,1940,1540,80
1618539608.659507,['dummy'],1920,2060,1700,380
1618539630.8645544,['dummy'],640,2720,360,1200
1618539653.198059,['dummy'],1300,100,1560,1620
1618539675.146311,['dummy'],980,1040,760,320
1618539697.0622823,['dummy'],1140,3240,320,1960
1618539718.8433943,['dummy'],1980,540,1840,280
1618539740.6492703,['dummy'],1740,2160,240,240
1618539762.9871452,['dummy'],1100,720,1020,440
1618539785.3916292,['dummy'],1420,1960,200,700
1618539807.8620815,['dummy'],1920,2100,420,780
1618539830.1346307,['dummy'],180,1960,380,280
1618539852.536558,['dummy'],860,800,820,80
1618539874.6989758,['dummy'],160,2640,300,1220
1618539897.1460407,['dummy'],900,3440,1640,940
1618539919.0398655,['dummy'],480,3940,420,20
1618539941.4766161,['dummy'],1740,2780,1020,1960
1618539963.96293,['dummy'],420,1620,840,1120
1618539985.5489173,['dummy'],640,2960,1020,740
1618540007.1472418,['dummy'],1680,2680,1420,340
1618540028.8732927,['dummy'],1340,580,1320,1760
1618540051.3393474,['dummy'],1660,3840,1640,1260
1618540073.7627287,['dummy'],1100,3760,1760,380
1618540096.1374295,['dummy'],1800,3680,1440,1800
1618540118.4938982,['dummy'],1380,1020,840,1180
1618540140.090809,['dummy'],1780,1240,1360,400
1618540161.8975844,['dummy'],1160,3480,1440,860
1618540183.8342156,['dummy'],1720,200,580,1780
1618540206.0416458,['dummy'],200,1100,240,220
1618540227.909413,['dummy'],1960,2440,660,960
1618540250.3962505,['dummy'],2740,3360,720,200
1618540272.3615386,['dummy'],660,1040,20,940
1618540293.979212,['dummy'],2760,2180,280,600
1618540316.0891037,['dummy'],1100,2480,780,120
1618540338.1707406,['dummy'],660,2300,320,580
1618540359.686098,['dummy'],100,200,560,820
1618540381.4554243,['dummy'],2500,720,180,440
1618540403.4373431,['dummy'],1360,1500,40,900
1618540425.3904788,['dummy'],2420,3900,240,320
1618540447.268338,['dummy'],1280,3620,700,860
1618540469.590719,['dummy'],1700,3220,40,160
1618540491.207007,['dummy'],1560,2360,140,840
1618540513.218893,['dummy'],440,720,700,940
1618540534.8765533,['dummy'],2800,3480,740,700
1618540556.9324615,['dummy'],20,320,640,300
1618540579.1767402,['dummy'],1000,980,960,420
1618540601.5037334,['dummy'],1740,1200,740,120
1618540623.669602,['dummy'],1860,3600,320,240
1618540645.2575974,['dummy'],1140,1600,740,540
1618540667.4109232,['dummy'],2660,860,0,160
1618540688.9842267,['dummy'],1800,3260,100,820
1618540710.9816825,['dummy'],2540,1500,80,580
1618540732.9044077,['dummy'],2180,2900,60,620
1618540754.7038124,['dummy'],2080,3380,920,240
1618540776.9094062,['dummy'],1680,1280,280,300
1618540798.9073045,['dummy'],400,2620,520,40
1618540820.930567,['dummy'],1860,2280,300,0
1618540843.1158943,['dummy'],1060,1080,720,600
1618540864.644198,['dummy'],860,3540,880,380
1618540886.2447217,['dummy'],2240,2900,860,340
1618540908.2777443,['dummy'],80,100,460,0
1618540930.6298327,['dummy'],220,2760,100,740
1618540952.4917848,['dummy'],1460,1540,240,700
1618540974.3577998,['dummy'],1940,3680,280,200
1618540995.8906672,['dummy'],1160,1020,540,80
1618541017.4444637,['dummy'],2940,2860,960,980
1618541039.4661326,['dummy'],1120,440,960,840
1618541061.3970091,['dummy'],1560,2320,600,540
1618541083.1015394,['dummy'],1640,2080,40,180
1618541105.3905258,['dummy'],2560,2400,820,280
1618541127.8889403,['dummy'],2940,1920,300,280
1618541150.0419064,['dummy'],1060,3000,120,340
1618541172.3924496,['dummy'],660,3040,520,900
1618541194.118012,['dummy'],2540,1280,20,320
1618541215.8414977,['dummy'],2020,580,80,780
1618541238.1087837,['dummy'],1460,1340,240,640
1618541260.0815685,['dummy'],440,2080,860,160
1618541281.7056715,['dummy'],1280,3520,960,640
1618541303.605844,['dummy'],1900,1340,400,520
1618541325.30078,['dummy'],420,2160,320,280
1618541347.2010412,['dummy'],560,1120,0,420
1618541369.279551,['dummy'],1500,3460,420,0
1618541391.3920286,['dummy'],80,1120,40,180
1618541413.5872166,['dummy'],2760,3780,0,160
1618541435.1668322,['dummy'],540,2980,40,680
1618541457.1141934,['dummy'],2860,3280,380,980
1618541479.4072456,['dummy'],2960,2840,920,180
1618541501.7098956,['dummy'],1200,1260,600,320
1618541523.4299564,['dummy'],80,1260,40,540
1618541545.1701918,['dummy'],2620,3700,40,480
1618541567.6145692,['dummy'],2700,1160,680,140
1618541589.9368107,['dummy'],1680,380,20,560
1618541611.4643233,['dummy'],1500,2980,880,740
1618541633.8413787,['dummy'],2080,3900,940,300
1618541655.3707426,['dummy'],1320,2180,500,680
1618541677.6432557,['dummy'],320,2460,0,840
1618541699.9892912,['dummy'],260,2720,420,520
1618541722.0169358,['dummy'],280,800,300,880
1618541744.0503225,['dummy'],2420,3940,800,300
1618541765.8530111,['dummy'],480,3900,600,60
1618541787.5051322,['dummy'],2920,700,640,500
1618541809.4662526,['dummy'],380,3480,840,20
1618541831.4924486,['dummy'],2540,1200,120,460
1618541853.0997927,['dummy'],1180,3760,960,860
1618541875.2614386,['dummy'],2020,760,780,440
1618541896.8569589,['dummy'],1820,680,860,600
1618541918.5559716,['dummy'],2780,1420,480,680
1618541940.5110872,['dummy'],1220,1700,960,0
1618541962.2085748,['dummy'],140,380,260,160
1618541984.519858,['dummy'],0,3660,720,980
1618542006.5942006,['dummy'],2260,3080,400,840
1618542028.143727,['dummy'],1780,2460,180,720
1618542050.0183928,['dummy'],2860,60,340,720
1618542072.4461167,['dummy'],1400,1380,140,20
1618542094.4140825,['dummy'],1520,320,480,160
1618542116.6387212,['dummy'],620,3900,380,620
1618542138.7763107,['dummy'],680,60,480,780
1618542160.6035597,['dummy'],2640,3740,540,940
1618542182.7201843,['dummy'],200,1420,160,220
1618542204.950431,['dummy'],1900,3820,900,640
1618542227.155549,['dummy'],2560,1680,460,140
1618542249.4446282,['dummy'],1660,280,960,340
1618542271.835966,['dummy'],2680,860,880,680
1618542293.8759289,['dummy'],2480,2500,880,920
1618542316.2774022,['dummy'],380,1020,20,660
1618542338.3833492,['dummy'],1660,3820,720,360
1618542360.799135,['dummy'],40,480,400,780
1618542383.2092886,['dummy'],2260,3260,700,500
1618542405.4228725,['dummy'],1940,2200,280,460
1618542427.7555118,['dummy'],2720,3840,420,320
1618542450.0772035,['dummy'],860,1120,580,380
